bedroom,price,area,Floor,property_type,locality,City,furnish_type,Tenant Preferred,bathroom,seller_type,price_per_sqft,bed_bath_ratio,price_log,rent_category
2,4000,600,1 out of 2,Carpet Area,Nilgung Old Bazar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,6.666666667,2,8.294299609,Very Low
3,10500,800,2 out of 2,Carpet Area,"Teghoria, Baguiati",Kolkata,Unfurnished,Bachelors,2,Contact Owner,13.125,1.5,9.25922577,Low
3,15000,1100,Ground out of 2,Carpet Area,Survey Park,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,13.63636364,1.5,9.615872145,Medium
2,15000,800,Ground out of 2,Carpet Area,Baguiati,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,18.75,2,9.615872145,Medium
1,50000,2200,2 out of 5,Super Area,Kanchrapara,Kolkata,Furnished,Bachelors/Family,3,Contact Owner,22.72727273,0.333333333,10.81979828,Very High
2,12000,950,1 out of 1,Carpet Area,"Jote Shibrampur, Joth Shibrampur",Kolkata,Unfurnished,Bachelors,2,Contact Owner,12.63157895,1,9.392745259,Low
2,11000,550,2 out of 3,Carpet Area,Ultadanga,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,20,2,9.305741457,Low
2,12000,1800,1 out of 1,Carpet Area,Birati,Kolkata,Unfurnished,Bachelors,2,Contact Owner,6.666666667,1,9.392745259,Low
2,8000,1000,Ground out of 2,Super Area,"Chinar Park, Rajarhat",Kolkata,Furnished,Bachelors/Family,1,Contact Owner,8,2,8.987321813,Very Low
2,18000,600,Ground out of 3,Super Area,Bagha Jatin Pally,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,30,1,9.798182591,Medium
2,8000,750,2 out of 4,Carpet Area,rishi aurobindo sarani neat NIOH hospital,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,10.66666667,1,8.987321813,Very Low
2,7000,685,2 out of 3,Super Area,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,10.2189781,2,8.853808275,Very Low
1,6500,44,Ground out of 1,Carpet Area,Baranagar,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,147.7272727,1,8.77971129,Very Low
4,13000,1200,Ground out of 2,Carpet Area,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,10.83333333,4,9.472781557,Low
2,9000,500,Ground out of 2,Carpet Area,Airport Near Gate No. 21/2,Kolkata,Unfurnished,Bachelors,1,Contact Owner,18,2,9.105090961,Very Low
4,10000,1110,2 out of 2,Carpet Area,Purbasa,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,9.009009009,2,9.210440367,Low
2,12000,1000,1 out of 3,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,12,1,9.392745259,Low
2,5000,392,Ground out of 2,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,12.75510204,2,8.517393171,Very Low
2,6000,700,1 out of 2,Super Area,Barasat-Barrackpore Road,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.571428571,2,8.699681401,Very Low
1,5200,750,2 out of 4,Super Area,Keshtopur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,6.933333333,1,8.556606194,Very Low
3,15000,1500,1 out of 2,Super Area,"Biren Roy Road (W) Chowrashtra Behala, Raja Rammohan Roy Road",Kolkata,Unfurnished,Family,2,Contact Owner,10,1.5,9.615872145,Medium
2,9000,900,Ground out of 1,Super Area,Keshtopur,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,10,1,9.105090961,Very Low
1,24000,710,1 out of 1,Super Area,Salt Lake City Sector 1,Kolkata,Furnished,Bachelors,1,Contact Agent,33.8028169,1,10.08585078,High
1,5500,400,Ground out of 3,Carpet Area,jadavpur central park east,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,13.75,1,8.612685173,Very Low
1,10000,700,1 out of 2,Carpet Area,Garia,Kolkata,Unfurnished,Bachelors,1,Contact Owner,14.28571429,1,9.210440367,Low
2,15000,1000,Ground out of 2,Carpet Area,Tn Chatterjee Street,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,15,2,9.615872145,Medium
1,4700,250,1 out of 2,Super Area,Kaikhali,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,18.8,1,8.455530531,Very Low
1,5000,500,Ground out of 3,Carpet Area,Bata Nagar,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,10,1,8.517393171,Very Low
2,5000,450,2 out of 2,Carpet Area,Birati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,11.11111111,2,8.517393171,Very Low
3,15000,1400,1 out of 3,Super Area,Survey Park,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,10.71428571,3,9.615872145,Medium
1,5000,500,1 out of 1,Carpet Area,Bata Nagar,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,10,1,8.517393171,Very Low
2,6000,700,Ground out of 1,Carpet Area,Hatiara Extention,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.571428571,2,8.699681401,Very Low
3,18000,1200,1 out of 3,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,15,3,9.798182591,Medium
2,8000,450,1 out of 2,Carpet Area,Andul,Kolkata,Unfurnished,Bachelors,1,Contact Owner,17.77777778,2,8.987321813,Very Low
1,13000,500,2 out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,Furnished,Bachelors,1,Contact Agent,26,1,9.472781557,Low
2,7500,400,Ground out of 1,Carpet Area,locality,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,18.75,2,8.922791624,Very Low
3,12000,1000,Ground out of 1,Super Area,Khardah,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,12,1.5,9.392745259,Low
2,11000,750,Ground out of 1,Carpet Area,Parnasree Pally,Kolkata,Unfurnished,Bachelors,1,Contact Owner,14.66666667,2,9.305741457,Low
1,6000,450,Ground out of 2,Super Area,Baghajatin,Kolkata,Unfurnished,Family,1,Contact Owner,13.33333333,1,8.699681401,Very Low
3,20000,1000,1 out of 2,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors,2,Contact Agent,20,1.5,9.903537551,Medium
2,7000,500,1 out of 1,Carpet Area,sarsuna banerjee para,Kolkata,Unfurnished,Bachelors,2,Contact Owner,14,1,8.853808275,Very Low
4,30000,1600,Ground out of 1,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors,2,Contact Agent,18.75,2,10.30898599,High
2,7500,550,Ground out of 1,Carpet Area,Near Seven Tanks Road Dumdum Station,Kolkata,Unfurnished,Bachelors,1,Contact Owner,13.63636364,2,8.922791624,Very Low
1,6500,550,1 out of 2,Super Area,Jyangra,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,11.81818182,0.5,8.77971129,Very Low
1,3000,200,2 out of 3,Super Area,Barasat,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,15,1,8.006700845,Very Low
2,5200,650,1 out of 2,Carpet Area,Sukchar,Kolkata,Unfurnished,Bachelors,1,Contact Owner,8,2,8.556606194,Very Low
2,25000,1000,1 out of 1,Super Area,"Tagore Park, Kasba",Kolkata,Furnished,Bachelors/Family,2,Contact Owner,25,1,10.1266711,High
2,12500,680,Ground out of 2,Carpet Area,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,18.38235294,1,9.43356392,Low
2,8500,720,Ground out of 1,Carpet Area,"Silpara, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,11.80555556,1,9.047939083,Very Low
2,3500,500,4 out of 5,Carpet Area,Konnagar,Kolkata,Unfurnished,Bachelors,1,Contact Owner,7,2,8.160803921,Very Low
2,7000,800,Ground out of 2,Super Area,Madhyam Gram,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.75,2,8.853808275,Very Low
1,3000,160,Ground out of 1,Super Area,"Kudghat, Ashok Nagar",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,18.75,1,8.006700845,Very Low
2,14000,1200,1 out of 2,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,11.66666667,1,9.546884035,Medium
1,18000,700,Ground out of 4,Super Area,Salt Lake City Sector 3,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,25.71428571,1,9.798182591,Medium
1,3500,1000,Ground out of 1,Super Area,Dum Dum Cantonment,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,3.5,1,8.160803921,Very Low
2,16000,1250,Ground out of 1,Super Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,12.8,1,9.680406499,Medium
4,35000,1600,Ground out of 3,Super Area,Salt Lake City,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,21.875,1.333333333,10.46313191,High
2,21000,700,Ground out of 2,Super Area,Lake Gardens,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,30,2,9.952325335,High
1,4500,450,Ground out of 2,Super Area,"Silpara, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,10,1,8.412054873,Very Low
2,15000,839,1 out of 3,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,17.8784267,1,9.615872145,Medium
1,4500,230,Ground out of 3,Super Area,Birati,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,19.56521739,1,8.412054873,Very Low
1,5500,1800,Ground out of 2,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3.055555556,1,8.612685173,Very Low
2,8500,800,1 out of 2,Super Area,Baguihati,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,10.625,1,9.047939083,Very Low
1,5000,500,Ground out of 1,Carpet Area,BRAHMAPUR NEAR BANSDRONI,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,10,1,8.517393171,Very Low
2,8500,620,Ground out of 1,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors,1,Contact Owner,13.70967742,2,9.047939083,Very Low
2,9000,650,2 out of 3,Carpet Area,tollygunge Kabardanga,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,13.84615385,2,9.105090961,Very Low
1,7500,550,1 out of 2,Super Area,"Naktala, Garia",Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent,13.63636364,1,8.922791624,Very Low
2,7000,450,1 out of 3,Carpet Area,safuipara,Kolkata,Furnished,Bachelors,2,Contact Owner,15.55555556,1,8.853808275,Very Low
3,15000,1350,1 out of 2,Carpet Area,"Annapurna Apartment, Rajarhat Chowmatha",Kolkata,Unfurnished,Family,2,Contact Owner,11.11111111,1.5,9.615872145,Medium
2,7000,600,2 out of 2,Super Area,"Park Circus, Ballygunge",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,11.66666667,1,8.853808275,Very Low
3,10000,1200,2 out of 4,Super Area,Belghoria,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,8.333333333,3,9.210440367,Low
2,7000,700,1 out of 2,Super Area,"Haridevpur, Paschim Putiary",Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,10,2,8.853808275,Very Low
3,3200,800,1 out of 3,Carpet Area,Bhawanipur,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,4,1.5,8.07121854,Very Low
2,6000,600,Ground out of 3,Carpet Area,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,10,2,8.699681401,Very Low
2,12000,900,1 out of 3,Super Area,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,13.33333333,1,9.392745259,Low
2,6000,750,Ground out of 1,Super Area,Behala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8,2,8.699681401,Very Low
3,10000,1250,1 out of 2,Super Area,Jaffarpore Rifle Range Road,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,8,1.5,9.210440367,Low
3,12000,1000,2 out of 2,Super Area,Dariya,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,12,1,9.392745259,Low
2,8000,600,Ground out of 2,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,13.33333333,2,8.987321813,Very Low
2,5300,650,1 out of 1,Carpet Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.153846154,2,8.575650761,Very Low
2,5000,450,2 out of 3,Carpet Area,Liluah,Kolkata,Unfurnished,Bachelors,1,Contact Owner,11.11111111,2,8.517393171,Very Low
3,8500,800,Ground out of 2,Super Area,Near DumDum Metro,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,10.625,1.5,9.047939083,Very Low
3,22000,1000,Ground out of 3,Carpet Area,"Sukanta Nagar, New Barrakpur",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,22,1.5,9.998843186,High
2,7000,1000,Ground out of 3,Super Area,"Kumarpara, Narendrapur",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,7,2,8.853808275,Very Low
3,25000,1400,5 out of 5,Carpet Area,Salt Lake City,Kolkata,Furnished,Bachelors,3,Contact Agent,17.85714286,1,10.1266711,High
2,7000,600,1 out of 4,Carpet Area,Barrackpore,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,11.66666667,2,8.853808275,Very Low
2,15000,723,Ground out of 3,Carpet Area,Narendrapur,Kolkata,Furnished,Family,1,Contact Owner,20.74688797,2,9.615872145,Medium
1,6000,320,Ground out of 2,Carpet Area,Sahid Nagar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,18.75,1,8.699681401,Very Low
2,8000,900,Ground out of 3,Super Area,Belghoria,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.888888889,2,8.987321813,Very Low
3,40000,1400,Ground out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,Furnished,Bachelors/Family,2,Contact Agent,28.57142857,1.5,10.59665973,High
1,6000,2160,1 out of 2,Super Area,Kasba,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,2.777777778,1,8.699681401,Very Low
2,15000,650,Ground out of 2,Carpet Area,kasba bosepukur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,23.07692308,2,9.615872145,Medium
2,6500,800,1 out of 1,Super Area,Kanchrapara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.125,2,8.77971129,Very Low
3,8000,800,2 out of 3,Super Area,Bansdroni,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,10,3,8.987321813,Very Low
1,5500,500,Ground out of 2,Carpet Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,11,1,8.612685173,Very Low
3,9000,1700,1 out of 2,Super Area,Panchanantala Road,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,5.294117647,1.5,9.105090961,Very Low
1,6000,130,Ground out of 2,Carpet Area,Bow Bazar,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,46.15384615,1,8.699681401,Very Low
1,15000,505,Ground out of 3,Super Area,Kasba,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,29.7029703,1,9.615872145,Medium
4,30000,4000,Ground out of 3,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,Furnished,Bachelors/Family,3,Contact Agent,7.5,1.333333333,10.30898599,High
3,30000,1250,Ground out of 2,Super Area,New Alipore,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,24,1.5,10.30898599,High
1,5000,700,Ground out of 2,Carpet Area,My Own House,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,7.142857143,1,8.517393171,Very Low
2,15000,900,Ground out of 1,Super Area,"Park Circus, Ballygunge",Kolkata,Unfurnished,Bachelors,1,Contact Owner,16.66666667,2,9.615872145,Medium
1,6500,650,1 out of 1,Super Area,Joka,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,10,1,8.77971129,Very Low
2,4500,750,Ground out of 1,Super Area,Azadgarh,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,6,2,8.412054873,Very Low
2,7000,450,Ground out of 3,Carpet Area,Mandirtala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,15.55555556,2,8.853808275,Very Low
1,6500,350,1 out of 2,Carpet Area,Dhakuria,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,18.57142857,1,8.77971129,Very Low
1,17500,480,1 out of 2,Carpet Area,Rabindra Sarovar Metro,Kolkata,Furnished,Bachelors,2,Contact Owner,36.45833333,0.5,9.770013301,Medium
2,10000,900,Ground out of 3,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,11.11111111,2,9.210440367,Low
1,1500,200,Ground out of 2,Super Area,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,7.5,1,7.313886832,Very Low
3,25000,1100,2 out of 3,Super Area,"Regent Estate, Bijoygarh",Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,22.72727273,1,10.1266711,High
2,12000,800,1 out of 2,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,15,2,9.392745259,Low
3,7500,1000,Ground out of 2,Carpet Area,south station pally dankuni,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,7.5,1.5,8.922791624,Very Low
1,7000,800,1 out of 2,Carpet Area,Kumargali,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.75,1,8.853808275,Very Low
1,3500,200,Upper Basement out of 4,Super Area,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,17.5,1,8.160803921,Very Low
3,10000,1190,1 out of 2,Carpet Area,Sarsuna,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,8.403361345,1.5,9.210440367,Low
2,14000,900,Ground out of 2,Carpet Area,Salt Lake City,Kolkata,Unfurnished,Bachelors,2,Contact Agent,15.55555556,1,9.546884035,Medium
2,15000,1500,Ground out of 2,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,10,1,9.615872145,Medium
2,6500,600,2 out of 3,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,10.83333333,2,8.77971129,Very Low
3,10000,800,Ground out of 4,Super Area,Brahmapur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,12.5,3,9.210440367,Low
2,10500,800,1 out of 2,Carpet Area,Santoshpur,Kolkata,Unfurnished,Family,2,Contact Owner,13.125,1,9.25922577,Low
3,10000,900,Ground out of 3,Carpet Area,Garia,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,11.11111111,1.5,9.210440367,Low
1,5000,350,Ground out of 3,Carpet Area,Purba Barisha,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,14.28571429,1,8.517393171,Very Low
2,9000,800,Ground out of 2,Carpet Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,11.25,2,9.105090961,Very Low
2,20000,1600,Ground out of 3,Carpet Area,Jadavpur University,Kolkata,Unfurnished,Bachelors,2,Contact Owner,12.5,1,9.903537551,Medium
3,35000,1012,2 out of 3,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,34.58498024,1.5,10.46313191,High
3,15000,1200,Ground out of 2,Carpet Area,"Pathak Para, Behala",Kolkata,Unfurnished,Bachelors,2,Contact Owner,12.5,1.5,9.615872145,Medium
2,20000,700,1 out of 2,Super Area,Salt Lake City Sector 1,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,28.57142857,2,9.903537551,Medium
2,12000,1000,1 out of 3,Super Area,Behala,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,12,2,9.392745259,Low
2,8000,800,Ground out of 3,Carpet Area,Thakurpukur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,10,2,8.987321813,Very Low
1,3000,500,Ground out of 1,Super Area,Hatiara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,6,1,8.006700845,Very Low
3,20000,1200,Ground out of 1,Carpet Area,"Haridevpur, Paschim Putiary",Kolkata,Semi-Furnished,Bachelors,2,Contact Owner,16.66666667,1.5,9.903537551,Medium
1,9000,450,Ground out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,1,Contact Agent,20,1,9.105090961,Very Low
3,13000,950,Ground out of 2,Carpet Area,"Rabindrapally, Garia",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,13.68421053,1.5,9.472781557,Low
1,7000,350,Ground out of 2,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,20,1,8.853808275,Very Low
1,9000,450,Ground out of 3,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,20,1,9.105090961,Very Low
1,9000,550,Ground out of 2,Carpet Area,"Bangur Avenue, Lake Town",Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,16.36363636,1,9.105090961,Very Low
2,10000,300,Ground out of 1,Carpet Area,Keshtopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,33.33333333,2,9.210440367,Low
3,15000,1250,Ground out of 3,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,12,1.5,9.615872145,Medium
2,7000,700,2 out of 3,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,10,2,8.853808275,Very Low
3,8000,812,Ground out of 3,Super Area,Hooghly,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,9.852216749,1.5,8.987321813,Very Low
2,8000,550,Ground out of 2,Super Area,"Kalabagan, Tollygunge",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,14.54545455,2,8.987321813,Very Low
1,5000,500,Ground out of 1,Super Area,Rishra,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,10,1,8.517393171,Very Low
1,14000,320,1 out of 2,Carpet Area,"Action Area 3, Rajarhat Newtown",Kolkata,Furnished,Bachelors,1,Contact Owner,43.75,1,9.546884035,Medium
2,5000,600,Ground out of 2,Super Area,"Anandapuri, Barrackpore",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.333333333,2,8.517393171,Very Low
2,5000,420,Ground out of 2,Carpet Area,Barasat,Kolkata,Unfurnished,Bachelors,1,Contact Owner,11.9047619,2,8.517393171,Very Low
3,12000,1100,Ground out of 2,Super Area,Rabindrapally Kestopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,10.90909091,3,9.392745259,Low
1,3200,220,3 out of 4,Super Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,14.54545455,1,8.07121854,Very Low
2,8500,700,Ground out of 2,Carpet Area,Nungi More,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,12.14285714,1,9.047939083,Very Low
3,16000,1200,Ground out of 2,Carpet Area,"Baishnabghata, Garia",Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,13.33333333,1.5,9.680406499,Medium
2,14000,800,Ground out of 3,Carpet Area,Santoshpur - EM Bypass,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,17.5,1,9.546884035,Medium
1,8000,300,Ground out of 1,Carpet Area,Bansdroni,Kolkata,Furnished,Bachelors,1,Contact Agent,26.66666667,1,8.987321813,Very Low
2,7000,650,Ground out of 2,Carpet Area,Baruipur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,10.76923077,2,8.853808275,Very Low
1,8000,600,1 out of 2,Super Area,Garia,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,13.33333333,1,8.987321813,Very Low
1,3000,350,Ground out of 3,Super Area,Belghoria,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.571428571,1,8.006700845,Very Low
1,3800,500,1 out of 3,Carpet Area,Nalta,Kolkata,Unfurnished,Bachelors,1,Contact Owner,7.6,1,8.243019469,Very Low
1,6500,400,1 out of 1,Super Area,"Vivek Nagar, Garfa",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,16.25,1,8.77971129,Very Low
3,20000,1750,Ground out of 3,Super Area,Kalindi,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,11.42857143,1,9.903537551,Medium
